Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Canada,Region of the Americas of WHO,North America,2016,43,10/24/16,10/30/16,3458,3458,,1,76,,16,93,,,2,2,95,,No Report
Canada,Region of the Americas of WHO,North America,2016,44,10/31/16,11/6/16,3891,3891,,1,110,,19,130,,,9,9,139,,No Report
Canada,Region of the Americas of WHO,North America,2016,45,11/7/16,11/13/16,4267,4267,,2,150,,31,183,,,11,11,194,,No Report
Canada,Region of the Americas of WHO,North America,2016,46,11/14/16,11/20/16,4621,4621,,3,140,,52,195,,,7,7,202,,No Report
Canada,Region of the Americas of WHO,North America,2016,47,11/21/16,11/27/16,4732,4732,,0,200,,54,254,,,9,9,263,,No Report
Canada,Region of the Americas of WHO,North America,2016,48,11/28/16,12/4/16,5547,5547,,2,272,,91,365,,,7,7,372,,No Report
Canada,Region of the Americas of WHO,North America,2016,49,12/5/16,12/11/16,5932,5932,,2,414,,148,564,,,12,12,576,,No Report
Canada,Region of the Americas of WHO,North America,2016,50,12/12/16,12/18/16,6868,6868,,1,467,,305,773,,,18,18,791,,No Report
Canada,Region of the Americas of WHO,North America,2016,51,12/19/16,12/25/16,8045,8045,,1,749,,536,1286,,,17,17,1303,,No Report
Canada,Region of the Americas of WHO,North America,2016,52,12/26/16,1/1/17,8603,8603,,2,1018,,1027,2047,,,27,27,2074,,No Report
Canada,Region of the Americas of WHO,North America,2017,1,1/2/17,1/8/17,11770,11770,,1,1360,,1438,2799,,,38,38,2837,,No Report
Canada,Region of the Americas of WHO,North America,2017,2,1/9/17,1/15/17,13574,13574,,10,2118,,1510,3638,,,39,39,3677,,No Report
Canada,Region of the Americas of WHO,North America,2017,3,1/16/17,1/22/17,12102,12102,,5,1412,,1350,2767,,,47,47,2814,,No Report
Canada,Region of the Americas of WHO,North America,2017,4,1/23/17,1/29/17,11367,11367,,1,1220,,1334,2555,,,47,47,2602,,No Report
Canada,Region of the Americas of WHO,North America,2017,5,1/30/17,2/5/17,10651,10651,,7,1290,,1222,2519,,,62,62,2581,,No Report
Canada,Region of the Americas of WHO,North America,2017,6,2/6/17,2/12/17,10423,10423,,9,1225,,1200,2434,,,81,81,2515,,No Report
Canada,Region of the Americas of WHO,North America,2017,7,2/13/17,2/19/17,10199,10199,,11,1141,,1291,2443,,,97,97,2540,,No Report
Canada,Region of the Americas of WHO,North America,2017,8,2/20/17,2/26/17,9937,9937,,17,899,,1344,2260,,,128,128,2388,,No Report
Canada,Region of the Americas of WHO,North America,2017,9,2/27/17,3/5/17,9560,9560,,7,935,,977,1919,,,159,159,2078,,No Report
Canada,Region of the Americas of WHO,North America,2017,10,3/6/17,3/12/17,8535,8535,,14,726,,802,1542,,,203,203,1745,,No Report
Canada,Region of the Americas of WHO,North America,2017,11,3/13/17,3/19/17,7603,7603,,13,347,,629,989,,,242,242,1231,,No Report
Canada,Region of the Americas of WHO,North America,2017,12,3/20/17,3/26/17,7053,7053,,1,259,,498,758,,,302,302,1060,,No Report
Canada,Region of the Americas of WHO,North America,2017,13,3/27/17,4/2/17,6236,6236,,5,221,,369,595,,,309,309,904,,No Report
Canada,Region of the Americas of WHO,North America,2017,14,4/3/17,4/9/17,6143,6143,,6,134,,273,413,,,365,365,778,,No Report
Canada,Region of the Americas of WHO,North America,2017,15,4/10/17,4/16/17,5148,5148,,5,73,,216,294,,,321,321,615,,No Report
Canada,Region of the Americas of WHO,North America,2017,16,4/17/17,4/23/17,5000,5000,,9,59,,167,235,,,347,347,582,,No Report
Canada,Region of the Americas of WHO,North America,2017,17,4/24/17,4/30/17,4807,4807,,2,39,,112,153,,,316,316,469,,No Report
Canada,Region of the Americas of WHO,North America,2017,18,5/1/17,5/7/17,4161,4161,,5,49,,62,116,,,283,283,399,,No Report
Canada,Region of the Americas of WHO,North America,2017,19,5/8/17,5/14/17,3891,3891,,0,30,,36,66,,,259,259,325,,No Report
Canada,Region of the Americas of WHO,North America,2017,20,5/15/17,5/21/17,3870,3870,,2,26,,13,41,,,228,228,269,,No Report
Canada,Region of the Americas of WHO,North America,2017,21,5/22/17,5/28/17,3220,3220,,0,12,,13,25,,,168,168,193,,No Report
Canada,Region of the Americas of WHO,North America,2017,22,5/29/17,6/4/17,2989,2989,,7,14,,9,30,,,94,94,124,,No Report
Canada,Region of the Americas of WHO,North America,2017,23,6/5/17,6/11/17,2696,2696,,1,8,,13,22,,,75,75,97,,No Report
Canada,Region of the Americas of WHO,North America,2017,24,6/12/17,6/18/17,2556,2556,,1,4,,4,9,,,48,48,57,,No Report
Canada,Region of the Americas of WHO,North America,2017,25,6/19/17,6/25/17,2150,2150,,1,3,,7,11,,,29,29,40,,No Report
Canada,Region of the Americas of WHO,North America,2017,26,6/26/17,7/2/17,1939,1939,,1,3,,9,13,,,21,21,34,,No Report
Canada,Region of the Americas of WHO,North America,2017,27,7/3/17,7/9/17,2016,2016,,4,23,,9,36,,,21,21,57,,No Report
Canada,Region of the Americas of WHO,North America,2017,28,7/10/17,7/16/17,2043,2043,,0,8,,5,13,,,12,12,25,,No Report
Canada,Region of the Americas of WHO,North America,2017,29,7/17/17,7/23/17,1813,1813,,3,16,,6,25,,,2,2,27,,No Report
Canada,Region of the Americas of WHO,North America,2017,30,7/24/17,7/30/17,1710,1710,,2,13,,7,22,,,3,3,25,,No Report
Canada,Region of the Americas of WHO,North America,2017,31,7/31/17,8/6/17,1655,1655,,3,16,,7,26,,,6,6,32,,No Report
Canada,Region of the Americas of WHO,North America,2017,32,8/7/17,8/13/17,1615,1615,,1,9,,5,15,,,4,4,19,,No Report
Canada,Region of the Americas of WHO,North America,2017,33,8/14/17,8/20/17,1659,1659,,0,9,,16,25,,,3,3,28,,No Report
Canada,Region of the Americas of WHO,North America,2017,34,8/21/17,8/27/17,1680,1680,,0,7,,10,17,,,1,1,18,,No Report
Canada,Region of the Americas of WHO,North America,2017,35,8/28/17,9/3/17,1816,1816,,6,20,,3,29,,,5,5,34,,No Report
Canada,Region of the Americas of WHO,North America,2017,36,9/4/17,9/10/17,1707,1707,,1,28,,7,36,,,3,3,39,,No Report
Canada,Region of the Americas of WHO,North America,2017,37,9/11/17,9/17/17,2137,2137,,13,14,,7,34,,,4,4,38,,No Report
Canada,Region of the Americas of WHO,North America,2017,38,9/18/17,9/24/17,2423,2423,,3,31,,18,52,,,5,5,57,,No Report
Canada,Region of the Americas of WHO,North America,2017,39,9/25/17,10/1/17,2713,2713,,1,53,,18,72,,,8,8,80,,No Report
Canada,Region of the Americas of WHO,North America,2017,40,10/2/17,10/8/17,3048,3048,,1,41,,24,66,,,5,5,71,,No Report
Canada,Region of the Americas of WHO,North America,2017,41,10/9/17,10/15/17,3080,3080,,0,50,,32,82,,,11,11,93,,No Report
Canada,Region of the Americas of WHO,North America,2017,42,10/16/17,10/22/17,3409,3409,,1,73,,27,101,,,15,15,116,,No Report
Canada,Region of the Americas of WHO,North America,2017,43,10/23/17,10/29/17,3810,3810,,3,107,,44,154,,,21,21,175,,No Report
Canada,Region of the Americas of WHO,North America,2017,44,10/30/17,11/5/17,4234,4234,,3,114,,52,169,,,30,30,199,,No Report
Canada,Region of the Americas of WHO,North America,2017,45,11/6/17,11/12/17,4856,4856,,7,153,,71,231,,,47,47,278,,No Report
Canada,Region of the Americas of WHO,North America,2017,46,11/13/17,11/19/17,5027,5027,,13,187,,113,313,,,75,75,388,,No Report
Canada,Region of the Americas of WHO,North America,2017,47,11/20/17,11/26/17,5250,5250,,13,272,,157,442,,,112,112,554,,No Report
Canada,Region of the Americas of WHO,North America,2017,48,11/27/17,12/3/17,6044,6044,,33,417,,259,709,,,190,190,899,,No Report
Canada,Region of the Americas of WHO,North America,2017,49,12/4/17,12/10/17,6508,6508,,16,544,,370,930,,,274,274,1204,,No Report
Canada,Region of the Americas of WHO,North America,2017,50,12/11/17,12/17/17,7926,7926,,16,633,,523,1172,,,473,473,1645,,No Report
Canada,Region of the Americas of WHO,North America,2017,51,12/18/17,12/24/17,9522,9522,,50,855,,772,1677,,,710,710,2387,,No Report
Canada,Region of the Americas of WHO,North America,2017,52,12/25/17,12/31/17,10535,10535,,28,776,,1164,1968,,,994,994,2962,,No Report
Canada,Region of the Americas of WHO,North America,2018,1,1/1/18,1/7/18,14886,14886,,60,925,,1836,2821,,,1539,1539,4360,,No Report
Canada,Region of the Americas of WHO,North America,2018,2,1/8/18,1/14/18,15717,15717,,49,808,,1987,2844,,,1730,1730,4574,,No Report
Canada,Region of the Americas of WHO,North America,2018,3,1/15/18,1/21/18,15001,15001,,80,870,,1649,2599,,,1912,1912,4511,,No Report
Canada,Region of the Americas of WHO,North America,2018,4,1/22/18,1/28/18,14146,14146,,57,632,,1675,2364,,,1802,1802,4166,,No Report
Canada,Region of the Americas of WHO,North America,2018,5,1/29/18,2/4/18,14319,14319,,54,542,,1664,2260,,,2125,2125,4385,,No Report
Canada,Region of the Americas of WHO,North America,2018,6,2/5/18,2/11/18,14687,14687,,49,506,,1819,2374,,,2383,2383,4757,,No Report
Canada,Region of the Americas of WHO,North America,2018,7,2/12/18,2/18/18,14351,14351,,63,405,,1754,2222,,,2443,2443,4665,,No Report
Canada,Region of the Americas of WHO,North America,2018,8,2/19/18,2/25/18,14024,14024,,51,279,,1642,1972,,,2354,2354,4326,,No Report
Canada,Region of the Americas of WHO,North America,2018,9,2/26/18,3/4/18,13316,13316,,51,325,,1437,1813,,,2057,2057,3870,,No Report
Canada,Region of the Americas of WHO,North America,2018,10,3/5/18,3/11/18,11535,11535,,80,265,,1023,1368,,,1714,1714,3082,,No Report
Canada,Region of the Americas of WHO,North America,2018,11,3/12/18,3/18/18,10581,10581,,73,246,,807,1126,,,1387,1387,2513,,No Report
Canada,Region of the Americas of WHO,North America,2018,12,3/19/18,3/25/18,9028,9028,,76,189,,551,816,,,966,966,1782,,No Report
Canada,Region of the Americas of WHO,North America,2018,13,3/26/18,4/1/18,7787,7787,,40,183,,458,681,,,767,767,1448,,No Report
Canada,Region of the Americas of WHO,North America,2018,14,4/2/18,4/8/18,7496,7496,,49,143,,436,628,,,661,661,1289,,No Report
Canada,Region of the Americas of WHO,North America,2018,15,4/9/18,4/15/18,7259,7259,,57,127,,370,554,,,500,500,1054,,No Report
Canada,Region of the Americas of WHO,North America,2018,16,4/16/18,4/22/18,6175,6175,,29,84,,302,415,,,322,322,737,,No Report
Canada,Region of the Americas of WHO,North America,2018,17,4/23/18,4/29/18,5345,5345,,35,62,,214,311,,,238,238,549,,No Report
Canada,Region of the Americas of WHO,North America,2018,18,4/30/18,5/6/18,4787,4787,,44,51,,153,248,,,129,129,377,,No Report
Canada,Region of the Americas of WHO,North America,2018,19,5/7/18,5/13/18,3874,3874,,13,8,,89,110,,,82,82,192,,No Report
Canada,Region of the Americas of WHO,North America,2018,20,5/14/18,5/20/18,3387,3387,,14,5,,51,70,,,38,38,108,,No Report
Canada,Region of the Americas of WHO,North America,2018,21,5/21/18,5/27/18,2965,2965,,14,7,,40,61,,,27,27,88,,No Report
Canada,Region of the Americas of WHO,North America,2018,22,5/28/18,6/3/18,2649,2649,,11,11,,22,44,,,14,14,58,,No Report
Canada,Region of the Americas of WHO,North America,2018,23,6/4/18,6/10/18,2522,2522,,1,5,,8,14,,,8,8,22,,No Report
Canada,Region of the Americas of WHO,North America,2018,24,6/11/18,6/17/18,2230,2230,,3,1,,8,12,,,6,6,18,,No Report
Canada,Region of the Americas of WHO,North America,2018,25,6/18/18,6/24/18,2206,2206,,1,1,,5,7,,,7,7,14,,No Report
Canada,Region of the Americas of WHO,North America,2018,26,6/25/18,7/1/18,1953,1953,,1,8,,2,11,,,6,6,17,,No Report
Canada,Region of the Americas of WHO,North America,2018,27,7/2/18,7/8/18,1671,1671,,2,1,,2,5,,,2,2,7,,No Report
Canada,Region of the Americas of WHO,North America,2018,28,7/9/18,7/15/18,1717,1717,,2,2,,5,9,,,0,0,9,,No Report
Canada,Region of the Americas of WHO,North America,2018,29,7/16/18,7/22/18,1703,1703,,2,1,,5,8,,,0,0,8,,No Report
Canada,Region of the Americas of WHO,North America,2018,30,7/23/18,7/29/18,1682,1682,,0,4,,5,9,,,1,1,10,,No Report
Canada,Region of the Americas of WHO,North America,2018,31,7/30/18,8/5/18,1733,1733,,2,2,,3,7,,,3,3,10,,No Report
Canada,Region of the Americas of WHO,North America,2018,32,8/6/18,8/12/18,1515,1515,,1,4,,2,7,,,2,2,9,,No Report
Canada,Region of the Americas of WHO,North America,2018,33,8/13/18,8/19/18,1586,1586,,0,2,,3,5,,,4,4,9,,No Report
Canada,Region of the Americas of WHO,North America,2018,34,8/20/18,8/26/18,1673,1673,,2,2,,3,7,,,0,0,7,,No Report
Canada,Region of the Americas of WHO,North America,2018,35,8/27/18,9/2/18,1764,1764,,7,2,,3,12,,,0,0,12,,No Report
Canada,Region of the Americas of WHO,North America,2018,36,9/3/18,9/9/18,1880,1880,,4,7,,4,15,,,0,0,15,,No Report
Canada,Region of the Americas of WHO,North America,2018,37,9/10/18,9/16/18,2235,2235,,3,2,,3,8,,,1,1,9,,No Report
Canada,Region of the Americas of WHO,North America,2018,38,9/17/18,9/23/18,2567,2567,,2,3,,6,11,,,3,3,14,,No Report
Canada,Region of the Americas of WHO,North America,2018,39,9/24/18,9/30/18,2996,2996,,1,5,,11,17,,,3,3,20,,No Report
Canada,Region of the Americas of WHO,North America,2018,40,10/1/18,10/7/18,3384,3384,,29,7,,16,52,,,3,3,55,,No Report
Canada,Region of the Americas of WHO,North America,2018,41,10/8/18,10/14/18,3510,3510,,21,6,,27,54,,,3,3,57,,No Report
Canada,Region of the Americas of WHO,North America,2018,42,10/15/18,10/21/18,4020,4020,,55,19,,40,114,,,2,2,116,,No Report
Canada,Region of the Americas of WHO,North America,2018,43,10/22/18,10/28/18,4470,4470,,128,23,,83,234,,,4,4,238,,No Report
Canada,Region of the Americas of WHO,North America,2018,44,10/29/18,11/4/18,4703,4703,,214,13,,169,396,,,6,6,402,,No Report
Canada,Region of the Americas of WHO,North America,2018,45,11/5/18,11/11/18,5665,5665,,295,18,,244,557,,,15,15,572,,No Report
Canada,Region of the Americas of WHO,North America,2018,46,11/12/18,11/18/18,5449,5449,,404,10,,346,760,,,9,9,769,,No Report
Canada,Region of the Americas of WHO,North America,2018,47,11/19/18,11/25/18,6386,6386,,507,17,,449,973,,,8,8,981,,No Report
Canada,Region of the Americas of WHO,North America,2018,48,11/26/18,12/2/18,7416,7416,,632,29,,679,1340,,,10,10,1350,,No Report
Canada,Region of the Americas of WHO,North America,2018,49,12/3/18,12/9/18,8559,8559,,785,35,,851,1671,,,16,16,1687,,No Report
Canada,Region of the Americas of WHO,North America,2018,50,12/10/18,12/16/18,9464,9464,,828,35,,1368,2231,,,14,14,2245,,No Report
Canada,Region of the Americas of WHO,North America,2018,51,12/17/18,12/23/18,10244,10244,,681,34,,1833,2548,,,21,21,2569,,No Report
Canada,Region of the Americas of WHO,North America,2018,52,12/24/18,12/30/18,7972,7972,,733,40,,1554,2327,,,13,13,2340,,No Report
Canada,Region of the Americas of WHO,North America,2019,1,12/31/18,1/6/19,14349,14349,,893,58,,2387,3338,,,31,31,3369,,No Report
Canada,Region of the Americas of WHO,North America,2019,2,1/7/19,1/13/19,13442,13442,,1061,93,,1985,3139,,,43,43,3182,,No Report
Canada,Region of the Americas of WHO,North America,2019,3,1/14/19,1/20/19,11505,11505,,585,101,,1613,2299,,,40,40,2339,,No Report
Canada,Region of the Americas of WHO,North America,2019,4,1/21/19,1/27/19,11066,11066,,532,93,,1483,2108,,,48,48,2156,,No Report
Canada,Region of the Americas of WHO,North America,2019,5,1/28/19,2/3/19,10393,10393,,433,112,,1449,1994,,,43,43,2037,,No Report
Canada,Region of the Americas of WHO,North America,2019,6,2/4/19,2/10/19,9552,9552,,315,118,,1234,1667,,,42,42,1709,,No Report
Canada,Region of the Americas of WHO,North America,2019,7,2/11/19,2/17/19,9343,9343,,244,128,,1116,1488,,,33,33,1521,,No Report
Canada,Region of the Americas of WHO,North America,2019,8,2/18/19,2/24/19,8927,8927,,216,236,,1066,1518,,,40,40,1558,,No Report
Canada,Region of the Americas of WHO,North America,2019,9,2/25/19,3/3/19,8603,8603,,213,285,,1172,1670,,,64,64,1734,,No Report
Canada,Region of the Americas of WHO,North America,2019,10,3/4/19,3/10/19,8814,8814,,268,335,,1085,1688,,,71,71,1759,,No Report
Canada,Region of the Americas of WHO,North America,2019,11,3/11/19,3/17/19,8541,8541,,197,357,,990,1544,,,90,90,1634,,No Report
Canada,Region of the Americas of WHO,North America,2019,12,3/18/19,3/24/19,8704,8704,,155,380,,959,1494,,,131,131,1625,,No Report
Canada,Region of the Americas of WHO,North America,2019,13,3/25/19,3/31/19,8422,8422,,128,387,,939,1454,,,167,167,1621,,No Report
Canada,Region of the Americas of WHO,North America,2019,14,4/1/19,4/7/19,7987,7987,,41,292,,1091,1424,,,169,169,1593,,No Report
Canada,Region of the Americas of WHO,North America,2019,15,4/8/19,4/14/19,7836,7836,,121,514,,756,1391,,,157,157,1548,,No Report
Canada,Region of the Americas of WHO,North America,2019,16,4/15/19,4/21/19,6826,6826,,42,277,,614,933,,,175,175,1108,,No Report
Canada,Region of the Americas of WHO,North America,2019,17,4/22/19,4/28/19,6603,6603,,55,244,,448,747,,,194,194,941,,No Report
Canada,Region of the Americas of WHO,North America,2019,18,4/29/19,5/5/19,5640,5640,,29,160,,265,454,,,148,148,602,,No Report
Canada,Region of the Americas of WHO,North America,2019,19,5/6/19,5/12/19,5480,5480,,33,154,,266,453,,,151,151,604,,No Report
Canada,Region of the Americas of WHO,North America,2019,20,5/13/19,5/19/19,5097,5097,,27,163,,137,327,,,136,136,463,,No Report
Canada,Region of the Americas of WHO,North America,2019,21,5/20/19,5/26/19,4001,4001,,8,79,,89,176,,,122,122,298,,No Report
Canada,Region of the Americas of WHO,North America,2019,22,5/27/19,6/2/19,3790,3790,,17,53,,43,113,,,75,75,188,,No Report
Canada,Region of the Americas of WHO,North America,2019,23,6/3/19,6/9/19,3257,3257,,8,42,,33,83,,,60,60,143,,No Report
Canada,Region of the Americas of WHO,North America,2019,24,6/10/19,6/16/19,3120,3120,,5,44,,39,88,,,48,48,136,,No Report
Canada,Region of the Americas of WHO,North America,2019,25,6/17/19,6/23/19,2659,2659,,4,41,,29,74,,,31,31,105,,No Report
Canada,Region of the Americas of WHO,North America,2019,26,6/24/19,6/30/19,2600,2600,,0,30,,23,53,,,27,27,80,,No Report
Canada,Region of the Americas of WHO,North America,2019,27,7/1/19,7/7/19,2163,2163,,3,23,,15,41,,,12,12,53,,No Report
Canada,Region of the Americas of WHO,North America,2019,28,7/8/19,7/14/19,2223,2223,,2,18,,10,30,,,11,11,41,,No Report
Canada,Region of the Americas of WHO,North America,2019,29,7/15/19,7/21/19,2256,2256,,1,17,,8,26,,,9,9,35,,No Report
Canada,Region of the Americas of WHO,North America,2019,30,7/22/19,7/28/19,1950,1950,,1,13,,5,19,,,6,6,25,,No Report
Canada,Region of the Americas of WHO,North America,2019,31,7/29/19,8/4/19,2022,2022,,6,15,,3,24,,,7,7,31,,No Report
Canada,Region of the Americas of WHO,North America,2019,32,8/5/19,8/11/19,1928,1928,,2,13,,8,23,,,0,0,23,,No Report
Canada,Region of the Americas of WHO,North America,2019,33,8/12/19,8/18/19,2089,2089,,0,4,,9,13,,,5,5,18,,No Report
Canada,Region of the Americas of WHO,North America,2019,34,8/19/19,8/25/19,2098,2098,,7,12,,8,27,,,6,6,33,,No Report
Canada,Region of the Americas of WHO,North America,2019,35,8/26/19,9/1/19,1979,1979,,0,16,,10,26,,,2,2,28,,No Report
Canada,Region of the Americas of WHO,North America,2019,36,9/2/19,9/8/19,2208,2208,,2,13,,11,26,,,2,2,28,,No Report
Canada,Region of the Americas of WHO,North America,2019,37,9/9/19,9/15/19,2631,2631,,2,17,,5,24,,,5,5,29,,No Report
Canada,Region of the Americas of WHO,North America,2019,38,9/16/19,9/22/19,3039,3039,,3,15,,11,29,,,6,6,35,,No Report
Canada,Region of the Americas of WHO,North America,2019,39,9/23/19,9/29/19,3356,3356,,2,21,,11,34,,,3,3,37,,No Report
Canada,Region of the Americas of WHO,North America,2019,40,9/30/19,10/6/19,4078,4078,,1,9,,34,44,,,2,2,46,,No Report
Canada,Region of the Americas of WHO,North America,2019,41,10/7/19,10/13/19,4339,4339,,0,18,,34,52,,,5,5,57,,No Report
Canada,Region of the Americas of WHO,North America,2019,42,10/14/19,10/20/19,4649,4649,,1,12,,54,67,,,14,14,81,,No Report
Canada,Region of the Americas of WHO,North America,2019,43,10/21/19,10/27/19,4996,4996,,7,13,,44,64,,,17,17,81,,No Report
Canada,Region of the Americas of WHO,North America,2019,44,10/28/19,11/3/19,4966,4966,,16,23,,43,82,,,17,17,99,,No Report
Canada,Region of the Americas of WHO,North America,2019,45,11/4/19,11/10/19,5912,5912,,20,57,,57,134,,,39,39,173,,No Report
Canada,Region of the Americas of WHO,North America,2019,46,11/11/19,11/17/19,5589,5589,,23,43,,82,148,,,77,77,225,,No Report
Canada,Region of the Americas of WHO,North America,2019,47,11/18/19,11/24/19,6541,6541,,33,49,,118,200,,,124,124,324,,No Report
Canada,Region of the Americas of WHO,North America,2019,48,11/25/19,12/1/19,7019,7019,,42,67,,225,334,,,223,223,557,,No Report
Canada,Region of the Americas of WHO,North America,2019,49,12/2/19,12/8/19,8108,8108,,41,79,,281,401,,,336,336,737,,No Report
Canada,Region of the Americas of WHO,North America,2019,50,12/9/19,12/15/19,8229,8229,,73,100,,463,636,,,654,654,1290,,No Report
Canada,Region of the Americas of WHO,North America,2019,51,12/16/19,12/22/19,9790,9790,,169,149,,730,1048,,,1078,1078,2126,,No Report
Canada,Region of the Americas of WHO,North America,2019,52,12/23/19,12/29/19,10455,10455,,174,221,,1166,1561,,,1370,1370,2931,,No Report
Canada,Region of the Americas of WHO,North America,2020,1,12/30/19,1/5/20,14932,14932,,431,261,,1620,2312,,,1533,1533,3845,,No Report
Canada,Region of the Americas of WHO,North America,2020,2,1/6/20,1/12/20,15580,15580,,493,165,,1690,2348,,,1463,1463,3811,,No Report
Canada,Region of the Americas of WHO,North America,2020,3,1/13/20,1/19/20,13750,13750,,417,139,,1575,2131,,,1418,1418,3549,,No Report
Canada,Region of the Americas of WHO,North America,2020,4,1/20/20,1/26/20,15414,15414,,370,133,,1727,2230,,,1952,1952,4182,,No Report
Canada,Region of the Americas of WHO,North America,2020,5,1/27/20,2/2/20,16595,16595,,440,97,,1983,2520,,,2269,2269,4789,,No Report
Canada,Region of the Americas of WHO,North America,2020,6,2/3/20,2/9/20,16121,16121,,344,75,,1970,2389,,,2265,2265,4654,,No Report
Canada,Region of the Americas of WHO,North America,2020,7,2/10/20,2/16/20,14443,14443,,321,76,,1741,2138,,,1851,1851,3989,,No Report
Canada,Region of the Americas of WHO,North America,2020,8,2/17/20,2/23/20,13447,13447,,255,74,,1768,2097,,,1559,1559,3656,,No Report
Canada,Region of the Americas of WHO,North America,2020,9,2/24/20,3/1/20,14520,14520,,303,58,,1928,2289,,,1287,1287,3576,,No Report
Canada,Region of the Americas of WHO,North America,2020,10,3/2/20,3/8/20,17681,17681,,399,81,,1772,2252,,,1152,1152,3404,,No Report
Canada,Region of the Americas of WHO,North America,2020,11,3/9/20,3/15/20,23784,23784,,354,70,,1552,1976,,,1015,1015,2991,,No Report
Canada,Region of the Americas of WHO,North America,2020,12,3/16/20,3/22/20,23640,23640,,154,38,,832,1024,,,595,595,1619,,No Report
Canada,Region of the Americas of WHO,North America,2020,13,3/23/20,3/29/20,22112,22112,,39,19,,185,243,,,269,269,512,,No Report
Canada,Region of the Americas of WHO,North America,2020,14,3/30/20,4/5/20,22967,22967,,11,5,,48,64,,,97,97,161,,No Report
Canada,Region of the Americas of WHO,North America,2020,15,4/6/20,4/12/20,16699,16699,,7,1,,14,22,,,19,19,41,,No Report
Canada,Region of the Americas of WHO,North America,2020,16,4/13/20,4/19/20,16783,16783,,3,0,,1,4,,,11,11,15,,No Report
Canada,Region of the Americas of WHO,North America,2020,17,4/20/20,4/26/20,16403,16403,,0,1,,5,6,,,14,14,20,,No Report
Canada,Region of the Americas of WHO,North America,2020,18,4/27/20,5/3/20,11771,11771,,0,0,,4,4,,,9,9,13,,No Report
Canada,Region of the Americas of WHO,North America,2020,19,5/4/20,5/10/20,12825,12825,,0,0,,0,0,,,12,12,12,,No Report
Canada,Region of the Americas of WHO,North America,2020,20,5/11/20,5/17/20,12010,12010,,0,0,,6,6,,,11,11,17,,No Report
Canada,Region of the Americas of WHO,North America,2020,21,5/18/20,5/24/20,9992,9992,,1,0,,1,2,,,9,9,11,,No Report
Canada,Region of the Americas of WHO,North America,2020,22,5/25/20,5/31/20,10122,10122,,0,0,,5,5,,,4,4,9,,No Report
Canada,Region of the Americas of WHO,North America,2020,23,6/1/20,6/7/20,8834,8834,,3,0,,2,5,,,2,2,7,,No Report
Canada,Region of the Americas of WHO,North America,2020,24,6/8/20,6/14/20,8211,8211,,0,0,,1,1,,,2,2,3,,No Report
Canada,Region of the Americas of WHO,North America,2020,25,6/15/20,6/21/20,5032,5032,,0,0,,1,1,,,1,1,2,,No Report
Canada,Region of the Americas of WHO,North America,2020,26,6/22/20,6/28/20,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,1,1/2/95,1/8/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,2,1/9/95,1/15/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,3,1/16/95,1/22/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,4,1/23/95,1/29/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,5,1/30/95,2/5/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,6,2/6/95,2/12/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,7,2/13/95,2/19/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,8,2/20/95,2/26/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,9,2/27/95,3/5/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,10,3/6/95,3/12/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,11,3/13/95,3/19/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,12,3/20/95,3/26/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,13,3/27/95,4/2/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,14,4/3/95,4/9/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,15,4/10/95,4/16/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,16,4/17/95,4/23/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,17,4/24/95,4/30/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,18,5/1/95,5/7/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,19,5/8/95,5/14/95,,,,,,,,,,,,,,,No Report
United States of America,Region of the Americas of WHO,North America,1995,20,5/15/95,5/21/95,,,,,,,,,,,,,,,No Report
